action	modality	subject	session	source_path	dest_path
COPY	T1w	sub-130211	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-130211_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-130211/ses-1/anat/sub-130211_ses-1_T1w.json
COPY	T1w	sub-98314	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-98314_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-98314/ses-1/anat/sub-98314_ses-1_T1w.nii.gz
COPY	T1w	sub-98314	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-98314_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-98314/ses-1/anat/sub-98314_ses-1_T1w.json
COPY	T2w	sub-21059	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-21059_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-21059/ses-1/anat/sub-21059_ses-1_T2w.nii.gz
COPY	T2w	sub-21059	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-21059_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-21059/ses-1/anat/sub-21059_ses-1_T2w.json
COPY	T2w	sub-20327	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20327_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-20327/ses-1/anat/sub-20327_ses-1_T2w.nii.gz
COPY	T2w	sub-20327	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20327_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-20327/ses-1/anat/sub-20327_ses-1_T2w.json
COPY	T2w	sub-105767	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-105767_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-105767/ses-1/anat/sub-105767_ses-1_T2w.nii.gz
COPY	T2w	sub-105767	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-105767_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-105767/ses-1/anat/sub-105767_ses-1_T2w.json
COPY	T2w	sub-93278	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-93278_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-93278/ses-1/anat/sub-93278_ses-1_T2w.nii.gz
COPY	T2w	sub-93278	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-93278_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-93278/ses-1/anat/sub-93278_ses-1_T2w.json
COPY	T2w	sub-84688	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-84688_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-84688/ses-1/anat/sub-84688_ses-1_T2w.nii.gz
COPY	T2w	sub-84688	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-84688_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-84688/ses-1/anat/sub-84688_ses-1_T2w.json
COPY	T2w	sub-93734	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-93734_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-93734/ses-1/anat/sub-93734_ses-1_T2w.nii.gz
COPY	T2w	sub-93734	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-93734_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-93734/ses-1/anat/sub-93734_ses-1_T2w.json
COPY	T1w	sub-82051	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-82051_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-82051/ses-1/anat/sub-82051_ses-1_T1w.nii.gz
COPY	T1w	sub-82051	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-82051_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-82051/ses-1/anat/sub-82051_ses-1_T1w.json
COPY	T2w	sub-81725	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-81725_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-81725/ses-1/anat/sub-81725_ses-1_T2w.nii.gz
COPY	T2w	sub-81725	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-81725_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-81725/ses-1/anat/sub-81725_ses-1_T2w.json
COPY	T1w	sub-132179	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-132179_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-132179/ses-1/anat/sub-132179_ses-1_T1w.nii.gz
COPY	T1w	sub-132179	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-132179_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-132179/ses-1/anat/sub-132179_ses-1_T1w.json
COPY	T1w	sub-92089	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-92089_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-92089/ses-1/anat/sub-92089_ses-1_T1w.nii.gz
COPY	T1w	sub-92089	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-92089_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-92089/ses-1/anat/sub-92089_ses-1_T1w.json
COPY	T2w	sub-122801	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-122801_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-122801/ses-1/anat/sub-122801_ses-1_T2w.nii.gz
COPY	T2w	sub-122801	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-122801_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-122801/ses-1/anat/sub-122801_ses-1_T2w.json
COPY	T2w	sub-88773	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-88773_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-88773/ses-1/anat/sub-88773_ses-1_T2w.nii.gz
COPY	T2w	sub-88773	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-88773_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-88773/ses-1/anat/sub-88773_ses-1_T2w.json
COPY	T2w	sub-103679	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-103679_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-103679/ses-1/anat/sub-103679_ses-1_T2w.nii.gz
COPY	T2w	sub-103679	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-103679_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-103679/ses-1/anat/sub-103679_ses-1_T2w.json
COPY	T1w	sub-130896	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-130896_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-130896/ses-1/anat/sub-130896_ses-1_T1w.nii.gz
COPY	T1w	sub-130896	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-130896_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-130896/ses-1/anat/sub-130896_ses-1_T1w.json
COPY	T2w	sub-132657	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-132657_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-132657/ses-1/anat/sub-132657_ses-1_T2w.nii.gz
COPY	T2w	sub-132657	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-132657_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-132657/ses-1/anat/sub-132657_ses-1_T2w.json
COPY	T2w	sub-99604	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-99604_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-99604/ses-1/anat/sub-99604_ses-1_T2w.nii.gz
COPY	T2w	sub-99604	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-99604_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-99604/ses-1/anat/sub-99604_ses-1_T2w.json
COPY	T2w	sub-20017	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20017_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-20017/ses-1/anat/sub-20017_ses-1_T2w.nii.gz
COPY	T2w	sub-20017	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20017_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-20017/ses-1/anat/sub-20017_ses-1_T2w.json
COPY	T2w	sub-114990	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-114990_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-114990/ses-1/anat/sub-114990_ses-1_T2w.nii.gz
COPY	T2w	sub-114990	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-114990_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-114990/ses-1/anat/sub-114990_ses-1_T2w.json
COPY	T1w	sub-20011	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20011_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-20011/ses-1/anat/sub-20011_ses-1_T1w.nii.gz
COPY	T1w	sub-20011	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20011_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-20011/ses-1/anat/sub-20011_ses-1_T1w.json
COPY	T2w	sub-107055	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-107055_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-107055/ses-1/anat/sub-107055_ses-1_T2w.nii.gz
COPY	T2w	sub-107055	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-107055_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-107055/ses-1/anat/sub-107055_ses-1_T2w.json
COPY	T1w	sub-125511	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-125511_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-125511/ses-1/anat/sub-125511_ses-1_T1w.nii.gz
COPY	T1w	sub-125511	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-125511_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-125511/ses-1/anat/sub-125511_ses-1_T1w.json
COPY	T1w	sub-88589	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-88589_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-88589/ses-1/anat/sub-88589_ses-1_T1w.nii.gz
COPY	T1w	sub-88589	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-88589_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-88589/ses-1/anat/sub-88589_ses-1_T1w.json
COPY	T2w	sub-131867	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-131867_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-131867/ses-1/anat/sub-131867_ses-1_T2w.nii.gz
COPY	T2w	sub-131867	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-131867_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-131867/ses-1/anat/sub-131867_ses-1_T2w.json
COPY	T1w	sub-92182	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-92182_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-92182/ses-1/anat/sub-92182_ses-1_T1w.nii.gz
COPY	T1w	sub-92182	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-92182_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-92182/ses-1/anat/sub-92182_ses-1_T1w.json
COPY	T2w	sub-20649	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20649_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-20649/ses-1/anat/sub-20649_ses-1_T2w.nii.gz
COPY	T2w	sub-20649	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20649_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-20649/ses-1/anat/sub-20649_ses-1_T2w.json
COPY	T2w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-95257_ses-1_run-02_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-02_T2w.nii.gz
COPY	T2w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-95257_ses-1_run-02_T2w.json	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-02_T2w.json
COPY	T2w	sub-129552	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-129552_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-129552/ses-1/anat/sub-129552_ses-1_T2w.nii.gz
COPY	T2w	sub-129552	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-129552_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-129552/ses-1/anat/sub-129552_ses-1_T2w.json
COPY	T2w	sub-128061	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-128061_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-128061/ses-1/anat/sub-128061_ses-1_T2w.nii.gz
COPY	T2w	sub-128061	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-128061_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-128061/ses-1/anat/sub-128061_ses-1_T2w.json
COPY	T2w	sub-89377	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-89377_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-89377/ses-1/anat/sub-89377_ses-1_T2w.nii.gz
COPY	T2w	sub-89377	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-89377_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-89377/ses-1/anat/sub-89377_ses-1_T2w.json
COPY	T2w	sub-85743	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-85743_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-85743/ses-1/anat/sub-85743_ses-1_T2w.nii.gz
COPY	T2w	sub-85743	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-85743_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-85743/ses-1/anat/sub-85743_ses-1_T2w.json
COPY	T1w	sub-114723	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-114723_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-114723/ses-1/anat/sub-114723_ses-1_T1w.nii.gz
COPY	T1w	sub-114723	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-114723_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-114723/ses-1/anat/sub-114723_ses-1_T1w.json
COPY	T1w	sub-20326	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20326_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-20326/ses-1/anat/sub-20326_ses-1_T1w.nii.gz
COPY	T1w	sub-20326	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20326_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-20326/ses-1/anat/sub-20326_ses-1_T1w.json
COPY	T1w	sub-91919	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-91919_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-91919/ses-1/anat/sub-91919_ses-1_T1w.nii.gz
COPY	T1w	sub-91919	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-91919_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-91919/ses-1/anat/sub-91919_ses-1_T1w.json
COPY	T1w	sub-97485	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-97485_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-97485/ses-1/anat/sub-97485_ses-1_T1w.nii.gz
COPY	T1w	sub-97485	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-97485_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-97485/ses-1/anat/sub-97485_ses-1_T1w.json
COPY	T1w	sub-92211	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-92211_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-92211/ses-1/anat/sub-92211_ses-1_T1w.nii.gz
COPY	T1w	sub-92211	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-92211_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-92211/ses-1/anat/sub-92211_ses-1_T1w.json
COPY	T1w	sub-119791	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-119791_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-119791/ses-1/anat/sub-119791_ses-1_T1w.nii.gz
COPY	T1w	sub-119791	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-119791_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-119791/ses-1/anat/sub-119791_ses-1_T1w.json
COPY	T1w	sub-83010	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-83010_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-83010/ses-1/anat/sub-83010_ses-1_T1w.nii.gz
COPY	T1w	sub-83010	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-83010_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-83010/ses-1/anat/sub-83010_ses-1_T1w.json
COPY	T2w	sub-95015	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-95015_ses-1_run-02_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-95015/ses-1/anat/sub-95015_ses-1_run-02_T2w.nii.gz
COPY	T2w	sub-95015	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-95015_ses-1_run-02_T2w.json	/cbica/projects/grmpy/data/bids/sub-95015/ses-1/anat/sub-95015_ses-1_run-02_T2w.json
COPY	T2w	sub-114723	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-114723_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-114723/ses-1/anat/sub-114723_ses-1_T2w.nii.gz
COPY	T2w	sub-114723	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-114723_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-114723/ses-1/anat/sub-114723_ses-1_T2w.json
COPY	T1w	sub-84761	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-84761_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-84761/ses-1/anat/sub-84761_ses-1_T1w.nii.gz
COPY	T1w	sub-84761	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-84761_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-84761/ses-1/anat/sub-84761_ses-1_T1w.json
COPY	T2w	sub-87804	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-87804_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-87804/ses-1/anat/sub-87804_ses-1_T2w.nii.gz
COPY	T2w	sub-87804	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-87804_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-87804/ses-1/anat/sub-87804_ses-1_T2w.json
COPY	T1w	sub-93169	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-93169_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-93169/ses-1/anat/sub-93169_ses-1_T1w.nii.gz
COPY	T1w	sub-93169	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-93169_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-93169/ses-1/anat/sub-93169_ses-1_T1w.json
COPY	T1w	sub-106331	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-106331_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-106331/ses-1/anat/sub-106331_ses-1_T1w.nii.gz
COPY	T1w	sub-106331	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-106331_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-106331/ses-1/anat/sub-106331_ses-1_T1w.json
COPY	T1w	sub-20120	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20120_ses-1_run-02_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-20120/ses-1/anat/sub-20120_ses-1_run-02_T1w.nii.gz
COPY	T1w	sub-20120	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20120_ses-1_run-02_T1w.json	/cbica/projects/grmpy/data/bids/sub-20120/ses-1/anat/sub-20120_ses-1_run-02_T1w.json
COPY	T1w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-95257_ses-1_run-02_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-02_T1w.nii.gz
COPY	T1w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-95257_ses-1_run-02_T1w.json	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-02_T1w.json
COPY	T2w	sub-105176	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-105176_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-105176/ses-1/anat/sub-105176_ses-1_T2w.nii.gz
COPY	T2w	sub-105176	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-105176_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-105176/ses-1/anat/sub-105176_ses-1_T2w.json
COPY	T1w	sub-20699	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20699_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-20699/ses-1/anat/sub-20699_ses-1_T1w.nii.gz
COPY	T1w	sub-20699	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20699_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-20699/ses-1/anat/sub-20699_ses-1_T1w.json
COPY	T1w	sub-20387	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20387_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-20387/ses-1/anat/sub-20387_ses-1_T1w.nii.gz
COPY	T1w	sub-20387	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20387_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-20387/ses-1/anat/sub-20387_ses-1_T1w.json
COPY	T2w	sub-93787	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-93787_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-93787/ses-1/anat/sub-93787_ses-1_T2w.nii.gz
COPY	T2w	sub-93787	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-93787_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-93787/ses-1/anat/sub-93787_ses-1_T2w.json
COPY	T2w	sub-88589	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-88589_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-88589/ses-1/anat/sub-88589_ses-1_T2w.nii.gz
COPY	T2w	sub-88589	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-88589_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-88589/ses-1/anat/sub-88589_ses-1_T2w.json
COPY	T2w	sub-21085	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-21085_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-21085/ses-1/anat/sub-21085_ses-1_T2w.nii.gz
COPY	T2w	sub-21085	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-21085_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-21085/ses-1/anat/sub-21085_ses-1_T2w.json
COPY	T1w	sub-20017	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20017_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-20017/ses-1/anat/sub-20017_ses-1_T1w.nii.gz
COPY	T1w	sub-20017	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-20017_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-20017/ses-1/anat/sub-20017_ses-1_T1w.json
COPY	T2w	sub-120562	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-120562_ses-1_T2w.nii.gz	/cbica/projects/grmpy/data/bids/sub-120562/ses-1/anat/sub-120562_ses-1_T2w.nii.gz
COPY	T2w	sub-120562	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-120562_ses-1_T2w.json	/cbica/projects/grmpy/data/bids/sub-120562/ses-1/anat/sub-120562_ses-1_T2w.json
COPY	T1w	sub-83454	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-83454_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-83454/ses-1/anat/sub-83454_ses-1_T1w.nii.gz
COPY	T1w	sub-83454	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-83454_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-83454/ses-1/anat/sub-83454_ses-1_T1w.json
COPY	T1w	sub-85083	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-85083_ses-1_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-85083/ses-1/anat/sub-85083_ses-1_T1w.nii.gz
COPY	T1w	sub-85083	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-85083_ses-1_T1w.json	/cbica/projects/grmpy/data/bids/sub-85083/ses-1/anat/sub-85083_ses-1_T1w.json
COPY	T1w	sub-98394	ses-1	/cbica/projects/grmpy/data/bids/sourcedata/original_anatomicals//sub-98394_ses-1_run-01_T1w.nii.gz	/cbica/projects/grmpy/data/bids/sub-98394/ses-1/anat/sub-98394_ses-1_run-01_T1w.nii.gz
